Id,Rule Name,Product,Severity,Status,Dependency,Version,Reachability,Transitivity,Cve,Epss,Semgrep File Risk Tag,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
812302670,Link Following in python-dotenv,Supply Chain,Medium,Open,python-dotenv,1.0.1,No Reachability Analysis,Unknown,CVE-2026-28684,0.0% (Low),,soniamhimdi/projet,https://github.com/soniamhimdi/projet,https://github.com/soniamhimdi/projet/blob/6860b32b47618c3b39941466796742f0bb407d7a/requirements.txt#L3,https://semgrep.dev/orgs/e2595653_cmaisonneuve_qc_ca/supply-chain/findings/812302670,2026-05-24 10:39:00.057826,2026-05-24 10:39:00.047371,refs/heads/main,,,,Affected versions of python-dotenv are vulnerable to Improper Link Resolution Before File Access ('Link Following') / UNIX Symbolic Link (Symlink) Following.
